"subject","version","assignmentId","cond","cond2","word","word_ind","s1_value","s2_value","exposures","stamp","id","repeated","freq","in.cs","order","chosen","chosen_noNA","high_s1value","high_s2value","s1_value_rank","s2_value_rank"
" 
Copied
A1GBC5SPFDQ1VG","cs_wg_mon_conf_loss_real1","3NXNZ5RS1AY3B4XA75NJR21IGVB79W",1,NA,"JANUARY",0,9,14,0,"2020-08-19 20:12:04",31088,FALSE,15,TRUE,1,0,0,"High","Low",5,4
" 
Copied
A1GBC5SPFDQ1VG","cs_wg_mon_conf_loss_real1","3NXNZ5RS1AY3B4XA75NJR21IGVB79W",1,NA,"FEBRUARY",1,2,2,0,"2020-08-19 20:12:04",31090,FALSE,2,TRUE,2,0,0,"Low","Low",3,3
" 
Copied
A1GBC5SPFDQ1VG","cs_wg_mon_conf_loss_real1","3NXNZ5RS1AY3B4XA75NJR21IGVB79W",1,NA,"MARCH",2,6,18,0,"2020-08-19 20:12:04",31091,FALSE,10,TRUE,3,1,1,"Low","High",4,5
" 
Copied
A1GBC5SPFDQ1VG","cs_wg_mon_conf_loss_real1","3NXNZ5RS1AY3B4XA75NJR21IGVB79W",1,NA,"APRIL",3,7,18,0,"2020-08-19 20:12:04",31086,FALSE,12,FALSE,NA,NA,0,"High","High",NA,NA
" 
Copied
A1GBC5SPFDQ1VG","cs_wg_mon_conf_loss_real1","3NXNZ5RS1AY3B4XA75NJR21IGVB79W",1,NA,"MAY",4,5,25,0,"2020-08-19 20:12:04",31089,FALSE,7,FALSE,NA,NA,0,"Low","High",NA,NA
" 
Copied
A1GBC5SPFDQ1VG","cs_wg_mon_conf_loss_real1","3NXNZ5RS1AY3B4XA75NJR21IGVB79W",1,NA,"JUNE",5,10,14,0,"2020-08-19 20:12:04",31087,FALSE,18,FALSE,NA,NA,0,"High","Low",NA,NA
" 
Copied
A1GBC5SPFDQ1VG","cs_wg_mon_conf_loss_real1","3NXNZ5RS1AY3B4XA75NJR21IGVB79W",1,NA,"JULY",6,4,12,0,"2020-08-19 20:12:05",31095,FALSE,6,FALSE,NA,NA,0,"Low","Low",NA,NA
" 
Copied
A1GBC5SPFDQ1VG","cs_wg_mon_conf_loss_real1","3NXNZ5RS1AY3B4XA75NJR21IGVB79W",1,NA,"AUGUST",7,1,7,0,"2020-08-19 20:12:05",31093,FALSE,1,FALSE,NA,NA,0,"Low","Low",NA,NA
" 
Copied
A1GBC5SPFDQ1VG","cs_wg_mon_conf_loss_real1","3NXNZ5RS1AY3B4XA75NJR21IGVB79W",1,NA,"SEPTEMBER",8,8,16,0,"2020-08-19 20:12:05",31096,FALSE,15,FALSE,NA,NA,0,"High","Low",NA,NA
" 
Copied
A1GBC5SPFDQ1VG","cs_wg_mon_conf_loss_real1","3NXNZ5RS1AY3B4XA75NJR21IGVB79W",1,NA,"OCTOBER",9,11,20,0,"2020-08-19 20:12:05",31097,FALSE,20,FALSE,NA,NA,0,"High","High",NA,NA
" 
Copied
A1GBC5SPFDQ1VG","cs_wg_mon_conf_loss_real1","3NXNZ5RS1AY3B4XA75NJR21IGVB79W",1,NA,"NOVEMBER",10,3,22,0,"2020-08-19 20:12:05",31094,FALSE,4,FALSE,NA,NA,0,"Low","High",NA,NA
" 
Copied
A1GBC5SPFDQ1VG","cs_wg_mon_conf_loss_real1","3NXNZ5RS1AY3B4XA75NJR21IGVB79W",1,NA,"DECEMBER",11,12,3,0,"2020-08-19 20:12:05",31092,FALSE,22,FALSE,NA,NA,0,"High","Low",NA,NA
" COPIEDA2CADBAAV9NDO4","cs_wg_mon_conf_loss_real1","31IBVUNM9S0EN4PJSPQR7C3W25FFVB",1,NA,"JANUARY",0,8,14,0,"2020-08-05 01:57:47",21305,FALSE,17,FALSE,NA,NA,0,"High","Low",NA,NA
" COPIEDA2CADBAAV9NDO4","cs_wg_mon_conf_loss_real1","31IBVUNM9S0EN4PJSPQR7C3W25FFVB",1,NA,"FEBRUARY",1,10,2,0,"2020-08-05 01:57:47",21306,FALSE,13,FALSE,NA,NA,0,"High","Low",NA,NA
" COPIEDA2CADBAAV9NDO4","cs_wg_mon_conf_loss_real1","31IBVUNM9S0EN4PJSPQR7C3W25FFVB",1,NA,"MARCH",2,6,18,0,"2020-08-05 01:57:47",21307,FALSE,10,FALSE,NA,NA,0,"Low","High",NA,NA
" COPIEDA2CADBAAV9NDO4","cs_wg_mon_conf_loss_real1","31IBVUNM9S0EN4PJSPQR7C3W25FFVB",1,NA,"APRIL",3,2,18,0,"2020-08-05 01:57:47",21308,FALSE,7,FALSE,NA,NA,0,"Low","High",NA,NA
" COPIEDA2CADBAAV9NDO4","cs_wg_mon_conf_loss_real1","31IBVUNM9S0EN4PJSPQR7C3W25FFVB",1,NA,"MAY",4,4,25,0,"2020-08-05 01:57:47",21309,FALSE,13,FALSE,NA,NA,0,"Low","High",NA,NA
" COPIEDA2CADBAAV9NDO4","cs_wg_mon_conf_loss_real1","31IBVUNM9S0EN4PJSPQR7C3W25FFVB",1,NA,"JUNE",5,7,14,0,"2020-08-05 01:57:47",21310,FALSE,8,FALSE,NA,NA,0,"High","Low",NA,NA
" COPIEDA2CADBAAV9NDO4","cs_wg_mon_conf_loss_real1","31IBVUNM9S0EN4PJSPQR7C3W25FFVB",1,NA,"JULY",6,1,12,0,"2020-08-05 01:57:48",21311,FALSE,1,FALSE,NA,NA,0,"Low","Low",NA,NA
" COPIEDA2CADBAAV9NDO4","cs_wg_mon_conf_loss_real1","31IBVUNM9S0EN4PJSPQR7C3W25FFVB",1,NA,"AUGUST",7,3,7,0,"2020-08-05 01:57:48",21312,FALSE,6,FALSE,NA,NA,0,"Low","Low",NA,NA
" COPIEDA2CADBAAV9NDO4","cs_wg_mon_conf_loss_real1","31IBVUNM9S0EN4PJSPQR7C3W25FFVB",1,NA,"SEPTEMBER",8,12,16,0,"2020-08-05 01:57:48",21314,FALSE,17,TRUE,1,1,1,"High","Low",5,4
" COPIEDA2CADBAAV9NDO4","cs_wg_mon_conf_loss_real1","31IBVUNM9S0EN4PJSPQR7C3W25FFVB",1,NA,"OCTOBER",9,9,20,0,"2020-08-05 01:57:48",21315,FALSE,16,TRUE,2,0,0,"High","High",4,5
" COPIEDA2CADBAAV9NDO4","cs_wg_mon_conf_loss_real1","31IBVUNM9S0EN4PJSPQR7C3W25FFVB",1,NA,"NOVEMBER",10,11,22,0,"2020-08-05 01:57:48",21313,FALSE,21,FALSE,NA,NA,0,"High","High",NA,NA
" COPIEDA2CADBAAV9NDO4","cs_wg_mon_conf_loss_real1","31IBVUNM9S0EN4PJSPQR7C3W25FFVB",1,NA,"DECEMBER",11,5,3,0,"2020-08-05 01:57:48",21316,FALSE,3,FALSE,NA,NA,0,"Low","Low",NA,NA
" COPIEDA5LSALTG1WF2Y","cs_wg_mon_conf_loss_real1","31QNSG6A5RU3XZE02DH5R667VH187Z",0,NA,"JANUARY",0,1,14,0,"2020-08-14 22:09:29",27618,FALSE,0,TRUE,1,0,0,"Low","Low",3,3
" COPIEDA5LSALTG1WF2Y","cs_wg_mon_conf_loss_real1","31QNSG6A5RU3XZE02DH5R667VH187Z",0,NA,"FEBRUARY",1,12,2,0,"2020-08-14 22:09:29",27619,FALSE,18,FALSE,NA,NA,0,"High","Low",NA,NA
" COPIEDA5LSALTG1WF2Y","cs_wg_mon_conf_loss_real1","31QNSG6A5RU3XZE02DH5R667VH187Z",0,NA,"MARCH",2,4,18,0,"2020-08-14 22:09:29",27620,FALSE,6,TRUE,2,0,0,"Low","High",4,4
" COPIEDA5LSALTG1WF2Y","cs_wg_mon_conf_loss_real1","31QNSG6A5RU3XZE02DH5R667VH187Z",0,NA,"APRIL",3,8,18,0,"2020-08-14 22:09:29",27621,FALSE,15,FALSE,NA,NA,0,"High","High",NA,NA
" COPIEDA5LSALTG1WF2Y","cs_wg_mon_conf_loss_real1","31QNSG6A5RU3XZE02DH5R667VH187Z",0,NA,"MAY",4,5,25,0,"2020-08-14 22:09:29",27622,FALSE,9,TRUE,3,1,1,"Low","High",5,5
" COPIEDA5LSALTG1WF2Y","cs_wg_mon_conf_loss_real1","31QNSG6A5RU3XZE02DH5R667VH187Z",0,NA,"JUNE",5,9,14,0,"2020-08-14 22:09:29",27623,FALSE,17,FALSE,NA,NA,0,"High","Low",NA,NA
" COPIEDA5LSALTG1WF2Y","cs_wg_mon_conf_loss_real1","31QNSG6A5RU3XZE02DH5R667VH187Z",0,NA,"JULY",6,3,12,0,"2020-08-14 22:09:29",27624,FALSE,6,FALSE,NA,NA,0,"Low","Low",NA,NA
" COPIEDA5LSALTG1WF2Y","cs_wg_mon_conf_loss_real1","31QNSG6A5RU3XZE02DH5R667VH187Z",0,NA,"AUGUST",7,2,7,0,"2020-08-14 22:09:29",27626,FALSE,2,FALSE,NA,NA,0,"Low","Low",NA,NA
" COPIEDA5LSALTG1WF2Y","cs_wg_mon_conf_loss_real1","31QNSG6A5RU3XZE02DH5R667VH187Z",0,NA,"SEPTEMBER",8,7,16,0,"2020-08-14 22:09:29",27625,FALSE,14,FALSE,NA,NA,0,"High","Low",NA,NA
" COPIEDA5LSALTG1WF2Y","cs_wg_mon_conf_loss_real1","31QNSG6A5RU3XZE02DH5R667VH187Z",0,NA,"OCTOBER",9,11,20,0,"2020-08-14 22:09:29",27627,FALSE,18,FALSE,NA,NA,0,"High","High",NA,NA
" COPIEDA5LSALTG1WF2Y","cs_wg_mon_conf_loss_real1","31QNSG6A5RU3XZE02DH5R667VH187Z",0,NA,"NOVEMBER",10,6,22,0,"2020-08-14 22:09:29",27628,FALSE,7,FALSE,NA,NA,0,"Low","High",NA,NA
" COPIEDA5LSALTG1WF2Y","cs_wg_mon_conf_loss_real1","31QNSG6A5RU3XZE02DH5R667VH187Z",0,NA,"DECEMBER",11,10,3,0,"2020-08-14 22:09:29",27629,FALSE,20,FALSE,NA,NA,0,"High","Low",NA,NA
"64272","cs_wg_mon_conf_loss_real1","37C0GNLMHF4WAUWM0BNT7KKCCMMD6Y",0,NA,"JANUARY",0,8,14,0,"2020-08-18 16:57:07",29024,FALSE,15,FALSE,NA,NA,0,"High","Low",NA,NA
"64272","cs_wg_mon_conf_loss_real1","37C0GNLMHF4WAUWM0BNT7KKCCMMD6Y",0,NA,"FEBRUARY",1,9,2,0,"2020-08-18 16:57:07",29025,FALSE,16,FALSE,NA,NA,0,"High","Low",NA,NA
"64272","cs_wg_mon_conf_loss_real1","37C0GNLMHF4WAUWM0BNT7KKCCMMD6Y",0,NA,"MARCH",2,1,18,0,"2020-08-18 16:57:07",29022,FALSE,0,FALSE,NA,NA,0,"Low","High",NA,NA
"64272","cs_wg_mon_conf_loss_real1","37C0GNLMHF4WAUWM0BNT7KKCCMMD6Y",0,NA,"APRIL",3,5,18,0,"2020-08-18 16:57:07",29026,FALSE,7,FALSE,NA,NA,0,"Low","High",NA,NA
"64272","cs_wg_mon_conf_loss_real1","37C0GNLMHF4WAUWM0BNT7KKCCMMD6Y",0,NA,"MAY",4,3,25,0,"2020-08-18 16:57:07",29023,FALSE,5,TRUE,1,1,1,"Low","High",5,5
"64272","cs_wg_mon_conf_loss_real1","37C0GNLMHF4WAUWM0BNT7KKCCMMD6Y",0,NA,"JUNE",5,2,14,0,"2020-08-18 16:57:07",29027,FALSE,2,FALSE,NA,NA,0,"Low","Low",NA,NA
"64272","cs_wg_mon_conf_loss_real1","37C0GNLMHF4WAUWM0BNT7KKCCMMD6Y",0,NA,"JULY",6,10,12,0,"2020-08-18 16:57:07",29028,FALSE,18,FALSE,NA,NA,0,"High","Low",NA,NA
"64272","cs_wg_mon_conf_loss_real1","37C0GNLMHF4WAUWM0BNT7KKCCMMD6Y",0,NA,"AUGUST",7,6,7,0,"2020-08-18 16:57:07",29030,FALSE,9,FALSE,NA,NA,0,"Low","Low",NA,NA
"64272","cs_wg_mon_conf_loss_real1","37C0GNLMHF4WAUWM0BNT7KKCCMMD6Y",0,NA,"SEPTEMBER",8,12,16,0,"2020-08-18 16:57:07",29031,FALSE,22,FALSE,NA,NA,0,"High","Low",NA,NA
